ID,AUT_Score
105,30.47222222
106,72.75898693
102,85.4375
104,40.43939394
103,67.40701754
303,60.7724359
311,98.57826087
304,69.38333333
306,53.5010101
314,73.33453997
307,52.77777778
308,82.97777778
302,67.02380952
305,73.85277778
309,62.07622378
310,71.78431373
312,42.7
313,77.82730015
315,119.7434524
317,95.36565657
318,43.09444444
320,77.92348178
322,42.48611111
324,69.81904762
323,46.98461538
319,64.59343434
